respondent_id,option
224,Região de origem
224,Variedade
224,"Recomendação (amigos, especialistas, avaliações)"
224,Promoções ou descontos
225,Preço
225,Região de origem
225,"Recomendação (amigos, especialistas, avaliações)"
225,Promoções ou descontos
225,Curiosidade ou interesse por novos produtos
226,Região de origem
226,Variedade
226,Promoções ou descontos
226,Curiosidade ou interesse por novos produtos
227,Preço
227,Região de origem
227,Variedade
227,Promoções ou descontos
228,Preço
228,Variedade
228,Vinícola / Produtor
228,Promoções ou descontos
229,Preço
229,Região de origem
229,Variedade
229,"Recomendação (amigos, especialistas, avaliações)"
229,Promoções ou descontos
230,Preço
230,Variedade
230,"Recomendação (amigos, especialistas, avaliações)"
230,"Descrição sensorial (aroma, sabor estilo)"
230,Promoções ou descontos
231,"Recomendação (amigos, especialistas, avaliações)"
231,"Descrição sensorial (aroma, sabor estilo)"
231,Curiosidade ou interesse por novos produtos
232,Região de origem
233,Preço
233,Região de origem
233,Vinícola / Produtor
233,"Descrição sensorial (aroma, sabor estilo)"
233,Curiosidade ou interesse por novos produtos
234,Preço
234,Região de origem
234,"Recomendação (amigos, especialistas, avaliações)"
235,Região de origem
235,Variedade
235,"Recomendação (amigos, especialistas, avaliações)"
235,Promoções ou descontos
235,Curiosidade ou interesse por novos produtos
236,Preço
236,Variedade
236,"Recomendação (amigos, especialistas, avaliações)"
236,Promoções ou descontos
236,Design e informação do rótulo
237,Preço
237,Vinícola / Produtor
237,"Recomendação (amigos, especialistas, avaliações)"
237,"Descrição sensorial (aroma, sabor estilo)"
237,Design e informação do rótulo
238,Preço
238,Região de origem
238,"Recomendação (amigos, especialistas, avaliações)"
239,Preço
239,Região de origem
239,Variedade
239,Vinícola / Produtor
239,"Recomendação (amigos, especialistas, avaliações)"
239,Promoções ou descontos
239,Design e informação do rótulo
239,Curiosidade ou interesse por novos produtos
240,Preço
240,Região de origem
240,Variedade
240,"Descrição sensorial (aroma, sabor estilo)"
240,Curiosidade ou interesse por novos produtos
241,Preço
241,"Recomendação (amigos, especialistas, avaliações)"
241,Promoções ou descontos
241,Curiosidade ou interesse por novos produtos
242,Região de origem
242,"Recomendação (amigos, especialistas, avaliações)"
242,Promoções ou descontos
242,Design e informação do rótulo
243,Preço
243,"Descrição sensorial (aroma, sabor estilo)"
243,Design e informação do rótulo
244,Preço
244,Região de origem
245,"Recomendação (amigos, especialistas, avaliações)"
246,Variedade
246,"Recomendação (amigos, especialistas, avaliações)"
246,Promoções ou descontos
246,Práticas sustentáveis e/ou impacto ambiental
247,Região de origem
247,Variedade
247,Práticas sustentáveis e/ou impacto ambiental
248,Preço
248,"Recomendação (amigos, especialistas, avaliações)"
248,Promoções ou descontos
248,Design e informação do rótulo
249,Preço
249,Promoções ou descontos
249,Design e informação do rótulo
250,Preço
250,Variedade
250,"Recomendação (amigos, especialistas, avaliações)"
250,"Descrição sensorial (aroma, sabor estilo)"
251,Preço
251,"Recomendação (amigos, especialistas, avaliações)"
251,"Descrição sensorial (aroma, sabor estilo)"
251,Design e informação do rótulo
252,Preço
252,Região de origem
252,Variedade
253,Preço
253,"Recomendação (amigos, especialistas, avaliações)"
253,"Descrição sensorial (aroma, sabor estilo)"
253,Promoções ou descontos
253,Curiosidade ou interesse por novos produtos
254,Preço
254,Variedade
254,Vinícola / Produtor
255,Preço
255,Promoções ou descontos
256,Preço
256,Região de origem
256,Variedade
256,Vinícola / Produtor
256,"Recomendação (amigos, especialistas, avaliações)"
256,Curiosidade ou interesse por novos produtos
257,Preço
257,Região de origem
257,Variedade
257,"Recomendação (amigos, especialistas, avaliações)"
257,"Descrição sensorial (aroma, sabor estilo)"
257,Promoções ou descontos
257,Design e informação do rótulo
258,Preço
258,Região de origem
258,Variedade
258,Vinícola / Produtor
258,Promoções ou descontos
258,Curiosidade ou interesse por novos produtos
259,Preço
259,Região de origem
259,Vinícola / Produtor
259,"Recomendação (amigos, especialistas, avaliações)"
259,Curiosidade ou interesse por novos produtos
260,Preço
260,Região de origem
260,Variedade
260,Vinícola / Produtor
260,"Recomendação (amigos, especialistas, avaliações)"
260,"Descrição sensorial (aroma, sabor estilo)"
260,Promoções ou descontos
260,Curiosidade ou interesse por novos produtos
261,Região de origem
261,Variedade
261,Vinícola / Produtor
261,"Descrição sensorial (aroma, sabor estilo)"
261,Práticas sustentáveis e/ou impacto ambiental
261,Curiosidade ou interesse por novos produtos
