respondent_id,option
201,"Qualidade sensorial (sabor, aroma, equilíbrio)"
201,Origem das uvas (região/procedência)
201,Clareza e transparência das informações no rótulo
201,Preço
202,"Qualidade sensorial (sabor, aroma, equilíbrio)"
202,Origem das uvas (região/procedência)
202,Preço
203,"Qualidade sensorial (sabor, aroma, equilíbrio)"
203,Clareza e transparência das informações no rótulo
203,Preço
204,"Qualidade sensorial (sabor, aroma, equilíbrio)"
205,"Qualidade sensorial (sabor, aroma, equilíbrio)"
205,Sustentabilidade ambiental (menor impacto no cultivo)
205,Origem das uvas (região/procedência)
205,Clareza e transparência das informações no rótulo
205,Presença de certificações ou selos ambientais
205,Preço
205,Grau de inovação do produto
206,"Qualidade sensorial (sabor, aroma, equilíbrio)"
206,Sustentabilidade ambiental (menor impacto no cultivo)
206,Origem das uvas (região/procedência)
206,Clareza e transparência das informações no rótulo
206,Presença de certificações ou selos ambientais
206,Preço
207,"Qualidade sensorial (sabor, aroma, equilíbrio)"
208,"Qualidade sensorial (sabor, aroma, equilíbrio)"
208,Origem das uvas (região/procedência)
208,Preço
209,"Qualidade sensorial (sabor, aroma, equilíbrio)"
209,Sustentabilidade ambiental (menor impacto no cultivo)
209,Origem das uvas (região/procedência)
209,Presença de certificações ou selos ambientais
209,Grau de inovação do produto
210,Sustentabilidade ambiental (menor impacto no cultivo)
210,Origem das uvas (região/procedência)
210,Presença de certificações ou selos ambientais
211,"Qualidade sensorial (sabor, aroma, equilíbrio)"
212,"Qualidade sensorial (sabor, aroma, equilíbrio)"
212,Clareza e transparência das informações no rótulo
212,Preço
213,"Qualidade sensorial (sabor, aroma, equilíbrio)"
213,Sustentabilidade ambiental (menor impacto no cultivo)
213,Clareza e transparência das informações no rótulo
213,Presença de certificações ou selos ambientais
213,Preço
214,"Qualidade sensorial (sabor, aroma, equilíbrio)"
214,Clareza e transparência das informações no rótulo
214,Preço
215,Sustentabilidade ambiental (menor impacto no cultivo)
215,Clareza e transparência das informações no rótulo
215,Presença de certificações ou selos ambientais
216,"Qualidade sensorial (sabor, aroma, equilíbrio)"
216,Origem das uvas (região/procedência)
216,Presença de certificações ou selos ambientais
217,"Qualidade sensorial (sabor, aroma, equilíbrio)"
217,Sustentabilidade ambiental (menor impacto no cultivo)
217,Preço
217,Grau de inovação do produto
218,"Qualidade sensorial (sabor, aroma, equilíbrio)"
218,Presença de certificações ou selos ambientais
218,Preço
219,"Qualidade sensorial (sabor, aroma, equilíbrio)"
219,Preço
220,"Qualidade sensorial (sabor, aroma, equilíbrio)"
220,Sustentabilidade ambiental (menor impacto no cultivo)
220,Presença de certificações ou selos ambientais
221,"Qualidade sensorial (sabor, aroma, equilíbrio)"
221,Preço
221,Grau de inovação do produto
222,"Qualidade sensorial (sabor, aroma, equilíbrio)"
223,"Qualidade sensorial (sabor, aroma, equilíbrio)"
223,Sustentabilidade ambiental (menor impacto no cultivo)
223,Clareza e transparência das informações no rótulo
223,Presença de certificações ou selos ambientais
223,Preço
224,Sustentabilidade ambiental (menor impacto no cultivo)
225,"Qualidade sensorial (sabor, aroma, equilíbrio)"
225,Origem das uvas (região/procedência)
225,Clareza e transparência das informações no rótulo
225,Preço
226,"Qualidade sensorial (sabor, aroma, equilíbrio)"
226,Sustentabilidade ambiental (menor impacto no cultivo)
226,Clareza e transparência das informações no rótulo
227,Sustentabilidade ambiental (menor impacto no cultivo)
227,Origem das uvas (região/procedência)
227,Preço
228,"Qualidade sensorial (sabor, aroma, equilíbrio)"
228,Origem das uvas (região/procedência)
228,Presença de certificações ou selos ambientais
228,Preço
229,"Qualidade sensorial (sabor, aroma, equilíbrio)"
229,Clareza e transparência das informações no rótulo
229,Preço
230,"Qualidade sensorial (sabor, aroma, equilíbrio)"
230,Sustentabilidade ambiental (menor impacto no cultivo)
230,Clareza e transparência das informações no rótulo
230,Presença de certificações ou selos ambientais
231,"Qualidade sensorial (sabor, aroma, equilíbrio)"
231,Sustentabilidade ambiental (menor impacto no cultivo)
231,Clareza e transparência das informações no rótulo
231,Preço
231,Grau de inovação do produto
232,Sustentabilidade ambiental (menor impacto no cultivo)
233,Sustentabilidade ambiental (menor impacto no cultivo)
233,Clareza e transparência das informações no rótulo
233,Presença de certificações ou selos ambientais
234,"Qualidade sensorial (sabor, aroma, equilíbrio)"
234,Origem das uvas (região/procedência)
234,Clareza e transparência das informações no rótulo
234,Presença de certificações ou selos ambientais
235,"Qualidade sensorial (sabor, aroma, equilíbrio)"
235,Sustentabilidade ambiental (menor impacto no cultivo)
235,Origem das uvas (região/procedência)
235,Clareza e transparência das informações no rótulo
235,Grau de inovação do produto
236,"Qualidade sensorial (sabor, aroma, equilíbrio)"
236,Preço
237,"Qualidade sensorial (sabor, aroma, equilíbrio)"
237,Origem das uvas (região/procedência)
237,Clareza e transparência das informações no rótulo
238,"Qualidade sensorial (sabor, aroma, equilíbrio)"
238,Sustentabilidade ambiental (menor impacto no cultivo)
238,Clareza e transparência das informações no rótulo
238,Presença de certificações ou selos ambientais
239,"Qualidade sensorial (sabor, aroma, equilíbrio)"
239,Sustentabilidade ambiental (menor impacto no cultivo)
239,Origem das uvas (região/procedência)
239,Clareza e transparência das informações no rótulo
239,Preço
240,"Qualidade sensorial (sabor, aroma, equilíbrio)"
240,Sustentabilidade ambiental (menor impacto no cultivo)
240,Presença de certificações ou selos ambientais
241,Sustentabilidade ambiental (menor impacto no cultivo)
241,Presença de certificações ou selos ambientais
241,Preço
242,"Qualidade sensorial (sabor, aroma, equilíbrio)"
242,Sustentabilidade ambiental (menor impacto no cultivo)
242,Clareza e transparência das informações no rótulo
243,Sustentabilidade ambiental (menor impacto no cultivo)
243,Presença de certificações ou selos ambientais
243,Grau de inovação do produto
244,"Qualidade sensorial (sabor, aroma, equilíbrio)"
244,Clareza e transparência das informações no rótulo
245,"Qualidade sensorial (sabor, aroma, equilíbrio)"
246,"Qualidade sensorial (sabor, aroma, equilíbrio)"
246,Sustentabilidade ambiental (menor impacto no cultivo)
246,Clareza e transparência das informações no rótulo
246,Presença de certificações ou selos ambientais
246,Preço
247,"Qualidade sensorial (sabor, aroma, equilíbrio)"
247,Origem das uvas (região/procedência)
247,Clareza e transparência das informações no rótulo
247,Presença de certificações ou selos ambientais
248,Sustentabilidade ambiental (menor impacto no cultivo)
248,Clareza e transparência das informações no rótulo
248,Preço
249,Sustentabilidade ambiental (menor impacto no cultivo)
249,Clareza e transparência das informações no rótulo
249,Presença de certificações ou selos ambientais
249,Preço
250,"Qualidade sensorial (sabor, aroma, equilíbrio)"
250,Clareza e transparência das informações no rótulo
250,Preço
251,"Qualidade sensorial (sabor, aroma, equilíbrio)"
251,Clareza e transparência das informações no rótulo
251,Presença de certificações ou selos ambientais
251,Preço
252,"Qualidade sensorial (sabor, aroma, equilíbrio)"
252,Sustentabilidade ambiental (menor impacto no cultivo)
252,Clareza e transparência das informações no rótulo
252,Preço
253,"Qualidade sensorial (sabor, aroma, equilíbrio)"
253,Preço
254,Sustentabilidade ambiental (menor impacto no cultivo)
254,Origem das uvas (região/procedência)
255,"Qualidade sensorial (sabor, aroma, equilíbrio)"
255,Sustentabilidade ambiental (menor impacto no cultivo)
255,Origem das uvas (região/procedência)
255,Clareza e transparência das informações no rótulo
255,Presença de certificações ou selos ambientais
255,Preço
255,Grau de inovação do produto
256,"Qualidade sensorial (sabor, aroma, equilíbrio)"
256,Sustentabilidade ambiental (menor impacto no cultivo)
256,Origem das uvas (região/procedência)
256,Clareza e transparência das informações no rótulo
256,Grau de inovação do produto
257,"Qualidade sensorial (sabor, aroma, equilíbrio)"
257,Clareza e transparência das informações no rótulo
257,Grau de inovação do produto
258,"Qualidade sensorial (sabor, aroma, equilíbrio)"
258,Clareza e transparência das informações no rótulo
258,Preço
259,"Qualidade sensorial (sabor, aroma, equilíbrio)"
259,Origem das uvas (região/procedência)
259,Presença de certificações ou selos ambientais
259,Preço
260,"Qualidade sensorial (sabor, aroma, equilíbrio)"
260,Origem das uvas (região/procedência)
260,Presença de certificações ou selos ambientais
260,Preço
261,"Qualidade sensorial (sabor, aroma, equilíbrio)"
261,Sustentabilidade ambiental (menor impacto no cultivo)
261,Clareza e transparência das informações no rótulo
261,Presença de certificações ou selos ambientais
261,Grau de inovação do produto
